Crash Number,Date and Time of Crash,Police Shift,Crash Location,Light Conditions,Weather Conditions,Road Surface,Road Contributing Circumstances,Traffic Control Device Type,Roadway Intersection Type,Trafficway Description,Manner of Collision,First Harmful Event,First Harmful Event Location,Speed Limit,Work Zone,Count Fatal Injury ,Count Suspected Serious Injury,Count Suspected Minor Injury ,Count Possible Injury,Count No Apparent Injury,Count Unknown Injury,Count Not Reported Injury,Total Non-Motorists,Pedestrian Involvement (Non-Motorist),Cyclist Involvement (Non-Motorist),Other Non-Motorist Involvement,Non-Motorist Location ,Non-Motorist Action,Non-Motorist Condition,Hit and Run Flag,Latitude,Longitude,Ward,Block Code 
18044023,2018-07-24 17:49:00,First Half (4PM - Midnight),"490 FOLEY ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,OTHER                                             ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3936,-71.0782,1,250173501061006
19013129,2019-03-10 01:58:00,Last Half (Midnight - 8AM),"463 ASSEMBLY ROW Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3938,-71.0787,1,250173501061006
21014034,2021-03-19 08:24:00,Day Shift (8AM - 4PM),"449 CANAL ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,UNKNOWN                                           ,SINGLE VEHICLE CRASH                              ,OTHER                                             ,OUTSIDE ROADWAY                                   ,5  ,N,0,0,0,0,1,0,0,0,0,0,0,,,,N,42.3938,-71.0787,1,250173501061006
19042520,2019-07-26 18:48:00,First Half (4PM - Midnight),"401 ASSEMBLY ROW Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,25 ,N,0,0,0,1,1,0,0,1,1,0,0,,"WALKING, RUNNING OR CYCLING                       ",OTHER                                             ,N,42.3938,-71.0787,1,250173501061006
24015249,2024-03-18 15:10:00,Day Shift (8AM - 4PM),"ASSEMBLY ROW & CANAL ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,20 ,N,0,0,0,1,1,0,0,1,1,0,0,MARKED CROSSWALK AT INTERSECTION                  ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,N,42.3942,-71.0792,1,250173501061006
21041046,2021-08-08 01:54:00,Last Half (Midnight - 8AM),"GREAT RIVER RD & NA Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH UTILITY POLE                       ,ROADWAY                                           ,20 ,Y,0,0,0,1,0,0,0,0,0,0,0,,,,N,42.3938,-71.0775,1,250173501061006
20049232,2020-10-11 17:04:00,First Half (4PM - Midnight),"449 CANAL ST Somerville, MA",DUSK                                              ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,DRIVEWAY                                          ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",HEAD ON                                           ,COLLISION WITH MEDIAN BARRIER                     ,MEDIAN                                            ,25 ,N,0,0,0,2,4,0,0,0,0,0,0,,,,N,42.3938,-71.0787,1,250173501061006
23024687,2023-05-06 14:29:00,Day Shift (8AM - 4PM),"499 GREAT RIVER RD Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3947,-71.0785,1,250173501061007
24016153,2024-03-22 20:59:00,First Half (4PM - Midnight),"559 ASSEMBLY ROW Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3949,-71.0793,1,250173501061007
18049287,2018-08-18 16:04:00,First Half (4PM - Midnight),"23 CUMMINGS ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",,ROADWAY                                           ,,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3944,-71.0848,1,250173501061008
23030536,2023-06-02 07:26:00,Last Half (Midnight - 8AM),"ARTISAN WY & GRAND UNION BLVD Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3949,-71.0811,1,250173501061008
22048557,2022-08-29 10:09:00,Day Shift (8AM - 4PM),"GRAND UNION BLVD & NA Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3946,-71.081,1,250173501061008
22049494,2022-09-02 08:46:00,Day Shift (8AM - 4PM),"175 FELLSWAY Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,WARNING SIGNS                                     ,Y-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ","SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3956,-71.0844,1,250173501061008
20005608,2020-01-31 13:30:00,Day Shift (8AM - 4PM),"MYSTIC AVE & LOMBARDI ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.387,-71.0777,1,250173501061008
